conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0041,"For context, I work as a software engineer; I visited PHC Y; I live in small village near Pune.",0.6,0.54,0.59,0.0,0.0,0.6,3.583333,MEDIUM,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.52, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.59, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.51, ""confidence"": 0.9, ""source_message_id"": 2}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0042,Yesterday I mentioned that I am adult; I identify as woman; the relevant date is yesterday; I visited PHC Y; my family includes elderly dependent; I have asthma; I live in Mysuru; I have a small loan.,1.0,0.81125,0.99,0.75,0.6,0.3,6.9125,HIGH,"[{""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.99, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.88, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.68, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.82, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.74, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.66, ""confidence"": 0.98, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.83, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.89, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}]"
ml_conv_0043,My situation is that I have chronic kidney disease; the relevant date is yesterday.,0.4,0.815,0.92,1.0,0.2,0.2,5.438889,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.92, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.71, ""confidence"": 0.98, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0044,My situation is that I am young adult; I identify as nonbinary adult.,0.4,0.725,0.75,1.0,0.0,0,4.166667,MEDIUM,"[{""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.75, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.7, ""confidence"": 0.98, ""source_message_id"": 2}]",[]
ml_conv_0045,"For context, I have health problems; I have a government identification number; the relevant date is 2 January 2025; my family includes single parent; I live in Karnataka.",1.0,0.642,0.73,0.4,0.4,0,4.596667,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.66, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.69, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.4, ""confidence"": 0.96, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.73, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.73, ""confidence"": 0.92, ""source_message_id"": 1}]",[]
ml_conv_0046,A few details about me: the relevant date is this week; I identify as nonbinary adult; I live in Bengaluru.,0.6,0.35333333333333333,0.4,0.0,0.0,0,1.725926,LOW,"[{""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.4, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.28, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.38, ""confidence"": 0.97, ""source_message_id"": 2}]",[]
ml_conv_0047,My situation is that I visited district clinic; the relevant date is this week; I live in Ward 14 in Jaipur.,0.6,0.5833333333333334,0.61,0.0,0.0,0,2.331481,LOW,"[{""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.55, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.59, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Ward 14 in Jaipur"", ""specificity"": 0.61, ""confidence"": 0.92, ""source_message_id"": 2}]",[]
ml_conv_0048,"For context, I am the only person matching these details: I have a small loan; I have a government identification number; I am young adult. Only a few people in the area know these details about me.",0.6,0.8333333333333334,0.99,1.0,0.2,1.0,7.575926,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.99, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.79, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.72, ""confidence"": 0.97, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0049,"Here are some details: my contact is a phone ending in 4421; I work as a shopkeeper. I attended two classes, shared lunch with classmates, and came home.",0.4,0.315,0.41,0.0,0.0,0,1.477778,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.41, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.22, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
ml_conv_0050,My situation is that my contact is a mobile number; I have health problems; I am 34.,0.6,0.41333333333333333,0.44,0.0,0.2,0,2.303704,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.44, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.41, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.39, ""confidence"": 0.88, ""source_message_id"": 2}]",[]
ml_conv_0051,Yesterday I mentioned that I am the only person matching these details: I live in Village X; I am 29; my family includes single parent; I identify as woman; I have a government identification number.,1.0,0.746,0.95,0.6,0.2,1.0,7.19,HIGH,"[{""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.69, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.72, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.95, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.7, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.67, ""confidence"": 0.89, ""source_message_id"": 2}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0052,Here are some details: my contact is a mobile number; I have ₹50 lakh debt. I spent the morning reading and then made lunch at home.,0.4,0.35,0.5,0.0,0.2,0,2.111111,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.5, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.2, ""confidence"": 0.93, ""source_message_id"": 1}]",[]
ml_conv_0053,"For context, I am 57; I identify as man; I live in Ward 14 in Jaipur.",0.6,0.6233333333333334,0.7,0.3333333333333333,0.0,0,3.081481,LOW,"[{""type"": ""AGE"", ""value"": ""57"", ""specificity"": 0.66, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.7, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""LOCATION"", ""value"": ""Ward 14 in Jaipur"", ""specificity"": 0.51, ""confidence"": 0.9, ""source_message_id"": 2}]",[]
ml_conv_0054,"A few details about me: I am 57; I live in Bengaluru. The bus was late, so I listened to music while waiting.",0.4,0.49,0.53,0.0,0.0,0,1.872222,LOW,"[{""type"": ""AGE"", ""value"": ""57"", ""specificity"": 0.53, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.45, ""confidence"": 0.89, ""source_message_id"": 1}]",[]
ml_conv_0055,Here are some details: my family includes single parent; I live in Village X; the relevant date is 2 January 2025.,0.6,0.7766666666666667,0.98,0.3333333333333333,0.2,0.6,5.496296,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.69, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.98, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.66, ""confidence"": 0.95, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0056,My situation is that I live in Village Y; I have ₹50 lakh debt; I have a ration card. The appointment was recorded in the local clinic register.,0.6,0.7766666666666667,0.96,0.3333333333333333,0.2,0.6,5.462963,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""Village Y"", ""specificity"": 0.69, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.96, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.68, ""confidence"": 0.98, ""source_message_id"": 3}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0057,Here are some details: I am the only person matching these details: I work as a farm worker; I have asthma; I have financial difficulty; my contact is a mobile number; I live in small village near Pune; I identify as woman; I am young adult. I had already discussed the matter with the district office.,1.0,0.8371428571428572,0.95,0.8571428571428571,0.4,1.0,8.164286,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.89, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.94, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.95, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.81, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.68, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.88, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.71, ""confidence"": 0.97, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0058,A few details about me: I have diabetes; I have ₹50 lakh debt.,0.4,0.16,0.22,0.0,0.4,0,1.877778,LOW,"[{""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.22, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.1, ""confidence"": 0.94, ""source_message_id"": 1}]",[]
ml_conv_0059,Yesterday I mentioned that I work as a student; I visited health centre; I identify as nonbinary adult; my contact is a mobile number.,0.8,0.6125,0.71,0.25,0.0,0,3.169444,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.6, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.64, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.5, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.71, ""confidence"": 0.91, ""source_message_id"": 4}]",[]
ml_conv_0060,Yesterday I mentioned that I am the only person matching these details: my family includes two children; I am 34; the relevant date is 2 January 2025.,0.6,0.79,0.95,0.6666666666666666,0.2,1.0,6.905556,HIGH,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.95, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.76, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.66, ""confidence"": 0.96, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0061,Here are some details: I am young adult; I visited health centre; I identify as woman; my contact is a mobile number; I have health problems.,1.0,0.792,0.99,0.6,0.2,0.3,5.752222,MEDIUM,"[{""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.85, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.66, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.99, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.78, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.68, ""confidence"": 0.95, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}]"
ml_conv_0062,"Yesterday I mentioned that I have financial difficulty; I visited PHC Y. I attended two classes, shared lunch with classmates, and came home.",0.4,0.535,0.56,0.0,0.2,0,2.416667,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.56, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.51, ""confidence"": 0.97, ""source_message_id"": 2}]",[]
ml_conv_0063,My situation is that I am the only person matching these details: my family includes two children; I live in Bengaluru; I have medical debt; I work as a shopkeeper; my contact is a mobile number; I have a ration card. I had already discussed the matter with the district office.,1.0,0.8616666666666667,0.98,1.0,0.4,1.0,8.47963,HIGH,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.75, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.95, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.86, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.89, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.98, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.74, ""confidence"": 0.9, ""source_message_id"": 3}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0064,My situation is that I have medical debt; I live in Bengaluru; my family includes parent.,0.6,0.5566666666666666,0.7,0.3333333333333333,0.4,0,3.896296,MEDIUM,"[{""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.7, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.55, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.42, ""confidence"": 0.93, ""source_message_id"": 3}]",[]
ml_conv_0065,Yesterday I mentioned that I am the only person matching these details: I work as a farm worker; my family includes elderly dependent; I live in Mysuru; I have asthma; my contact is a phone ending in 4421; I have financial difficulty. I had already discussed the matter with the district office.,1.0,0.8483333333333333,0.96,0.8333333333333334,0.6,1.0,8.598148,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.85, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.69, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.82, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.94, ""confidence"": 0.88, ""source_message_id"": 3}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.83, ""confidence"": 0.98, ""source_message_id"": 4}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.96, ""confidence"": 0.89, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
